localidad,a_huelga,a_la_educacion,a_la_honra/_al_honor,a_la_identidad_cultural,a_la_informacion,a_la_integracion_de_discapacidad,a_la_integridad_fisica_y_psiquica,a_la_nacionalidad,a_la_participacion,a_la_salud,a_la_seguridad/vida_sin_violencia,a_la_seguridad_social,a_la_vida,a_la_vivienda_digna,a_sindicalizarse_y_a_la_negociacion_colectiva,a_sufragio/votar,acceso_a_informacion_publica,acceso_a_la_cultura,al_salario_equitativo,al_trabajo,amistad_civica,autonomia/libertad,bien_comun/comunidad,cambio_o_reforma_constitucional,ciudadania,congreso_o_parlamento_(estructura_y_funciones),contraloria_general/tribunales_de_cuentas,cumplimiento_de_las_leyes_y_normas,cumplimiento_de_obligaciones_fiscales,cumplimiento_de_tratados_y_obligaciones_internacionales,de_los_pueblos_indigenas,de_peticion_ante_las_autoridades,de_propiedad,de_proteccion_y_conservacion_de_patrimonio_historico_y_cultural,de_satisfacer_cargas_publicas,deberes_de_proteccion_de_conservacion_de_la_naturaleza,defensor_del_pueblo/ciudadano,democracia,derecho_de_asociacion,"derechos_del_nino,_nina_y_adolescente",desarrollo,descentralizacion,dignidad,diversidad,division_territorial,ejercicio_legitimo_y_no_abusivo_de_los_derechos,emprendimiento_libre,equidad_de_genero,estado_de_derecho,estado_de_excepcion,estado_laico,forma_de_estado:_federalismo/autonomias_regionales,fuerzas_armadas,gobierno_local/municipal,gobierno_nacional(estructura_y_funciones),gobierno_provincial,gobierno_regional,identidad_cultural,igualdad,igualdad_ante_la_ley,igualdad_ante_las_cargas_publicas,igualdad_ante_los_tributos,igualdad_de_acceso_a_la_justicia/debido_proceso,igualdad_de_genero,inclusion,innovacion/creatividad,integracion,jefatura_de_gobierno,juicio_politico_/acusacion_constitucional,justicia,justicia_constitucional,justicia_electoral,libertad_ambulatoria,libertad_de_conciencia,libertad_de_ensenanza,libertad_de_expresion,libertad_de_trabajo,libertad_personal,libre_iniciativa_economica_/_libre_empresa,ministerio_publico/_defensoria_publica,multiculturalidad,no_discriminacion,participacion,patriotismo,paz/convivencia_pacifica,"plebiscitos,_referendos_y_consultas",pluralismo,plurinacionalismo,poder_judicial_(estructura_y_funciones),presidencia_de_la_republica,privacidad_e_intimidad,probidad,proteccion_judicial_de_los_derechos,"proteccion,_promocion_y_respeto_de_los_derechos_humanos_y_fundamentales",republica,respeto,respeto/conservacion_de_la_naturaleza_o_medio_ambiente,respeto_a_la_naturaleza/medio_ambiente,respeto_de_derechos_de_otros,respeto_por_la_constitucion,responsabilidad,reunion_pacifica,regimen_de_gobierno_presidencial/semi-presidencial/parlamentario,seguridad,ser_elegido_en_cargos_publicos,servicio_a_la_comunidad,soberania,solidaridad,subsidiaridad,tolerancia,transparencia_y_publicidad,unidad
Libertador General Bernardo O'Higgins/Cardenal Caro/Marchihue,0,3,0,0,0,0,0,0,0,3,0,2,2,1,0,0,1,0,1,2,0,1,0,0,0,1,1,3,0,1,0,0,0,3,0,4,1,2,0,0,1,2,0,0,0,2,0,1,0,0,0,1,0,3,0,0,1,1,3,1,0,0,1,0,0,0,1,0,3,3,1,2,0,0,0,0,1,0,0,2,0,1,0,0,0,3,0,0,1,0,0,1,0,3,1,1,2,2,1,2,1,0,1,0,0,2,0,1,0,0,0,0
Libertador General Bernardo O'Higgins/Cardenal Caro/Navidad,0,2,0,0,0,0,1,0,2,2,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,2,0,1,1,2,0,0,0,0,1,0,0,2,0,0,1,0,0,0,2,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,1,0,2,0,2,0,0,2,1,2,0,2,0,0,1,0,1,0,0,0,0
Libertador General Bernardo O'Higgins/Cardenal Caro/Paredones,0,5,0,1,1,1,1,0,0,6,1,2,4,2,0,1,0,0,2,2,1,0,1,2,0,3,1,3,2,1,0,0,0,5,0,4,3,4,0,0,1,3,3,0,0,3,0,2,1,0,0,2,2,4,0,4,3,0,3,3,0,0,0,2,1,0,0,0,2,5,0,1,0,0,0,0,0,1,0,1,0,1,2,0,1,5,0,0,4,1,0,1,1,6,0,5,1,2,3,4,5,0,1,1,0,6,0,1,1,1,1,0
Libertador General Bernardo O'Higgins/Cardenal Caro/Pichilemu,0,12,0,0,2,2,1,0,2,11,2,5,6,2,2,3,2,1,5,0,0,3,5,4,0,7,3,8,2,1,2,0,1,13,1,13,9,7,0,2,1,5,5,1,0,9,1,6,0,2,1,4,9,7,0,1,4,0,8,2,0,1,2,4,4,2,0,0,1,9,4,2,1,0,1,6,0,1,0,1,0,5,1,0,0,10,0,0,5,7,0,4,0,13,1,6,7,3,11,8,6,1,6,5,1,3,0,3,0,1,3,0
Libertador General Bernardo O'Higgins/Colchagua/Chimbarongo,0,4,0,0,0,3,0,0,0,8,1,1,0,4,0,2,0,0,4,4,0,0,0,1,0,1,0,4,3,0,0,1,0,3,0,4,4,3,0,2,1,2,6,0,2,5,1,3,3,2,0,1,3,5,1,3,4,0,7,3,0,0,0,2,1,0,0,0,2,5,0,2,0,0,1,1,0,0,0,1,0,3,0,0,1,4,0,0,3,5,0,0,0,2,0,4,4,2,7,3,7,0,2,4,1,3,1,1,0,0,0,1
Libertador General Bernardo O'Higgins/Colchagua/Chepica,0,2,0,0,0,1,0,0,0,2,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,2,2,0,0,0,0,0,2,0,2,1,2,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,2,0,3,2,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,2,1,0,1,2,0,0,1,2,0,0,0,3,0,2,0,1,2,1,2,0,2,1,0,1,0,0,1,0,1,0
Libertador General Bernardo O'Higgins/Colchagua/Lolol,0,3,0,0,0,1,0,0,0,3,0,0,1,2,0,0,0,0,1,2,0,2,1,1,0,2,1,2,1,1,0,0,0,2,0,3,1,1,0,0,0,2,0,0,0,2,0,1,0,0,0,1,0,3,0,2,2,0,5,1,0,0,0,0,0,0,0,1,2,3,0,0,0,0,1,1,0,0,0,1,0,1,2,0,1,1,0,0,0,2,0,0,0,2,0,1,1,2,2,3,2,0,1,1,0,1,0,0,0,1,1,0
Libertador General Bernardo O'Higgins/Colchagua/Nancagua,0,6,0,0,0,2,1,0,0,6,3,1,2,3,3,1,0,0,3,0,0,0,1,1,0,2,2,2,0,0,0,0,0,4,0,4,2,3,0,0,2,4,1,0,0,4,1,2,1,0,0,1,2,3,0,2,4,1,3,2,1,0,0,0,2,0,0,0,0,6,0,0,0,0,0,2,1,0,0,0,0,2,2,0,0,4,0,0,3,4,0,0,0,3,0,4,1,1,4,3,2,0,2,3,0,1,1,0,0,0,1,0
Libertador General Bernardo O'Higgins/Colchagua/Palmilla,1,2,0,0,0,0,0,0,0,3,1,0,1,2,0,2,0,0,1,0,0,1,0,1,0,1,0,2,1,0,0,0,0,2,0,0,2,3,0,0,0,0,0,1,0,1,0,2,0,0,0,0,1,2,0,2,2,0,3,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,2,0,1,1,1,2,3,0,0,2,1,0,0,0,0,0,0,1,1
Libertador General Bernardo O'Higgins/Colchagua/Peralillo,0,4,0,0,0,0,1,0,1,4,1,0,2,3,0,0,0,0,2,1,0,2,0,0,0,3,1,2,1,0,1,0,0,4,2,4,0,2,1,1,1,2,2,0,3,2,0,1,0,1,0,0,3,2,1,0,1,1,2,2,0,0,0,1,2,0,0,0,2,3,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,2,0,0,3,0,0,0,0,3,0,2,3,2,2,3,3,0,4,1,0,2,0,0,0,0,0,1
Libertador General Bernardo O'Higgins/Colchagua/Placilla,0,7,0,0,0,1,0,0,0,8,3,2,4,1,1,2,0,0,3,1,2,4,2,3,0,3,4,5,1,1,0,0,1,5,1,6,2,3,0,2,1,0,2,0,0,2,0,0,1,0,0,1,1,3,2,2,3,0,7,3,0,0,2,0,2,2,0,1,2,7,1,4,0,0,0,2,0,1,0,1,0,0,3,0,1,5,0,0,3,4,1,0,0,5,1,5,3,2,6,5,10,0,1,2,0,4,0,2,0,1,0,0
Libertador General Bernardo O'Higgins/Colchagua/Pumanque,0,2,0,0,1,0,0,0,0,1,1,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2,2,1,0,0,0,1,0,1,0,2,0,2,1,1,0,0,1,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,2,0,0,0,0,1,0
Libertador General Bernardo O'Higgins/Colchagua/San Fernando,0,21,0,2,1,2,1,0,1,21,8,5,11,8,2,6,1,0,13,3,1,1,4,9,1,9,7,16,5,1,2,0,0,16,1,22,12,16,1,4,2,15,4,2,1,14,1,11,2,0,6,1,11,18,4,8,13,3,19,8,0,1,2,0,3,0,3,1,8,19,7,5,0,0,0,9,1,0,0,2,6,11,4,0,2,17,0,0,8,14,3,1,1,20,2,10,17,6,20,18,13,0,6,6,2,13,1,5,0,3,5,0
Libertador General Bernardo O'Higgins/Colchagua/Santa Cruz,0,7,0,1,1,5,1,0,2,9,4,0,4,6,1,5,3,0,6,3,0,4,4,3,2,2,3,6,2,3,0,0,1,4,0,10,4,9,0,2,2,6,4,3,2,6,0,3,0,1,2,4,2,8,1,4,6,1,10,4,0,1,0,3,1,1,0,1,3,11,1,2,0,0,0,0,0,0,0,3,0,0,1,0,1,7,0,0,3,7,1,1,2,10,0,4,4,6,4,8,7,0,0,4,1,6,1,2,0,2,3,0
Los Lagos/Chiloe/Ancud,0,6,0,0,1,0,1,0,2,5,0,2,3,2,1,0,0,0,1,1,0,2,2,2,0,5,1,4,0,2,0,0,0,4,0,5,2,3,0,3,0,4,0,1,1,2,0,3,1,0,3,4,2,2,1,0,3,0,3,4,0,0,0,1,0,0,0,0,1,4,0,1,0,2,0,1,0,2,0,1,2,1,0,0,0,5,0,0,2,1,0,1,1,6,0,3,3,3,4,3,3,0,4,0,0,3,1,3,0,0,1,0
Los Lagos/Chiloe/Castro,0,15,0,2,2,3,2,0,4,13,1,6,7,7,2,3,0,0,2,5,0,4,6,9,0,13,6,7,5,5,1,0,0,16,1,18,6,6,1,2,1,11,2,2,1,10,0,5,2,2,2,6,7,9,0,4,8,3,9,9,0,1,1,3,4,0,0,0,2,11,2,1,0,1,0,4,0,1,0,0,2,2,7,1,1,11,1,2,7,6,0,3,1,15,0,6,14,6,12,13,4,0,5,2,0,4,3,3,1,0,1,0
Los Lagos/Chiloe/Chonchi,0,3,0,0,0,0,1,0,2,1,0,1,0,2,0,0,0,0,0,1,0,1,1,1,0,1,0,2,1,0,0,0,1,2,0,3,2,0,0,0,0,2,1,0,0,1,1,3,0,1,1,1,3,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,2,0,1,2,2,3,2,1,0,2,0,0,2,0,0,0,0,0,0
Los Lagos/Chiloe/Curaco de Velez,0,2,0,2,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,1,2,1,1,1,0,2,0,0,0,0,0,1,1,2,2,0,0,1,0,1,0,0,0,2,0,2,0,0,0,2,0,2,2,1,2,0,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0
Los Lagos/Chiloe/Puqueldon,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Los Lagos/Chiloe/Quellon,0,6,0,1,1,3,1,0,0,9,4,4,4,3,1,1,0,0,4,3,1,2,3,5,0,2,1,5,0,1,2,0,2,11,0,10,4,6,2,0,2,6,3,1,1,4,0,4,1,0,1,4,1,7,2,1,3,2,8,7,0,1,0,3,1,2,0,0,1,5,0,0,0,0,0,2,0,1,0,1,2,2,1,1,0,9,0,2,1,2,0,3,1,11,0,4,7,2,7,9,3,0,0,1,0,3,0,1,1,2,1,0
Los Lagos/Chiloe/Quinchao,0,2,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,2,0,2,1,2,0,1,1,2,1,0,1,0,0,1,0,0,0,1,0,2,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,1,0,0,0,2,0,0,1,0,1,0,1,0,0,0,0,2,0,1,0,0,1,0
Los Lagos/Llanquihue/Calbuco,0,5,0,0,2,1,0,0,2,6,1,3,4,2,2,1,0,0,2,1,0,1,1,3,0,2,2,5,0,2,1,0,0,5,0,7,5,3,0,0,1,4,4,1,1,5,0,2,0,0,1,2,4,5,1,1,5,0,5,4,0,0,0,1,1,0,0,0,3,4,0,0,0,0,0,2,1,1,0,1,2,2,2,0,0,5,0,1,1,1,0,1,1,7,0,3,4,2,5,2,4,0,2,2,0,6,0,2,0,1,1,0
Los Lagos/Llanquihue/Cochamo,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Los Lagos/Llanquihue/Fresia,0,2,0,0,0,3,0,0,0,4,1,1,1,0,0,0,0,0,3,0,0,0,1,1,0,2,2,2,1,2,0,0,0,4,0,3,1,1,0,0,0,3,1,0,0,2,1,3,1,1,0,1,2,5,1,2,4,1,3,2,0,1,0,2,2,0,0,0,1,4,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,2,0,0,4,2,0,3,1,0,1,1,2,3,0,0,0,0,0,0
Los Lagos/Llanquihue/Frutillar,1,13,0,0,2,4,1,0,1,12,4,3,6,6,1,3,0,0,6,0,1,2,5,5,0,7,3,8,2,2,3,0,1,8,1,7,2,7,0,3,3,7,2,2,1,5,1,1,2,0,0,6,7,6,4,0,9,0,11,5,0,0,0,3,3,1,1,1,3,7,2,2,0,0,1,3,1,0,2,0,1,2,5,1,2,11,1,1,7,3,1,1,0,12,0,9,9,4,10,10,6,0,1,2,0,4,2,1,1,3,4,1
Los Lagos/Llanquihue/Llanquihue,1,7,0,1,0,1,1,0,0,4,4,1,3,2,0,2,0,0,1,2,0,3,3,0,1,2,2,5,2,2,1,0,1,5,0,5,2,2,0,0,2,4,0,0,0,3,1,3,2,0,2,2,5,1,0,0,4,1,4,4,0,0,0,0,1,0,0,0,1,3,1,0,0,0,0,1,1,0,1,0,3,0,1,0,1,2,0,1,3,3,1,2,1,4,0,3,1,2,4,5,5,1,1,2,0,2,0,1,1,0,1,0
Los Lagos/Llanquihue/Los Muermos,0,3,0,0,1,0,0,0,1,3,1,0,2,1,0,1,0,0,1,0,1,2,0,0,0,3,1,1,0,0,0,0,1,2,0,2,1,1,1,0,1,2,1,0,1,2,1,1,1,0,0,1,1,0,0,0,1,0,3,1,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,2,0,1,0,0,1,0,1,1,0,2,3,3,0,1,0,0,0,0,0,0,0,0,0
Los Lagos/Llanquihue/Maullin,0,5,0,0,0,3,1,0,1,4,1,0,3,3,1,0,0,0,1,3,1,1,1,0,0,4,1,3,0,2,1,0,1,6,0,7,2,1,0,0,0,4,0,0,3,4,1,1,2,0,2,2,4,3,0,0,4,2,4,3,0,1,0,1,1,0,1,0,1,5,0,0,0,0,1,2,1,0,1,1,0,0,0,1,1,4,0,3,3,2,0,1,0,3,0,4,5,1,3,5,4,0,3,1,1,2,1,1,1,1,0,0
Los Lagos/Llanquihue/Puerto Montt,4,73,0,4,16,11,6,1,16,71,21,26,34,25,9,9,4,5,26,15,1,23,31,31,0,51,29,51,19,20,7,1,8,68,3,77,43,52,2,9,6,60,12,10,4,45,7,17,13,3,18,46,39,32,11,4,47,5,68,38,1,1,8,12,16,2,2,3,15,45,15,6,0,7,3,23,4,9,6,7,14,11,23,2,2,68,2,8,44,23,6,15,6,77,2,37,53,42,58,59,51,0,30,17,3,51,2,19,6,16,16,1
Los Lagos/Llanquihue/Puerto Varas,1,19,0,0,3,1,1,2,3,15,11,4,12,4,1,2,1,3,3,1,1,12,15,6,0,11,15,21,7,6,1,0,12,12,1,16,8,10,0,5,6,17,4,3,1,17,5,3,13,1,6,11,13,7,4,0,7,3,18,14,0,0,3,1,3,0,1,0,5,10,3,2,1,0,2,5,5,5,6,1,1,2,0,1,5,17,0,3,15,2,2,3,0,17,1,8,13,10,14,19,11,0,11,2,2,9,3,1,6,1,4,0
Los Lagos/Osorno/Osorno,0,32,0,1,16,5,3,0,10,41,41,14,18,16,4,3,3,2,12,8,1,34,13,24,1,30,38,56,12,25,7,0,30,36,4,57,29,25,1,5,26,30,7,0,2,50,29,21,33,4,9,14,51,24,7,5,23,4,41,45,0,0,5,15,8,0,1,2,11,40,8,6,0,5,2,13,25,2,26,8,3,10,13,1,30,38,0,3,45,22,0,15,5,51,0,21,27,20,43,61,49,0,9,12,1,27,6,13,27,6,8,0
Los Lagos/Osorno/Puerto Octay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Lagos/Osorno/Purranque,0,5,0,0,1,1,1,1,3,5,7,5,2,2,0,0,0,0,3,1,0,9,2,2,0,4,8,12,2,2,0,0,9,3,0,6,2,4,0,2,10,5,2,0,0,11,8,1,9,0,0,2,11,5,0,4,3,0,2,11,0,0,0,2,1,0,1,0,0,3,0,0,0,0,0,0,9,0,8,1,0,1,1,0,9,3,1,1,13,3,0,0,0,3,0,3,1,2,4,14,11,0,0,1,0,4,1,0,9,0,1,0
Los Lagos/Osorno/Puyehue,0,10,0,0,2,0,1,0,1,9,1,4,4,8,0,1,0,0,4,0,1,4,1,4,0,1,3,8,1,3,3,0,1,8,0,8,3,5,0,0,1,8,3,1,1,5,1,3,1,1,0,2,4,7,1,1,6,2,6,6,0,0,1,2,3,1,1,1,1,6,2,5,0,0,0,3,1,0,1,0,0,5,3,0,1,9,0,0,2,3,0,0,0,8,0,4,5,2,5,6,6,0,2,2,1,8,0,0,1,2,2,0
Los Lagos/Osorno/Rio Negro,0,2,0,0,0,0,0,0,1,3,4,1,0,3,0,2,0,0,0,0,0,4,0,1,1,3,4,7,2,4,2,0,5,1,1,4,3,3,0,0,5,4,1,0,1,4,4,1,6,1,0,0,5,4,0,2,4,1,3,7,0,0,1,2,0,0,0,0,0,3,0,0,0,0,1,2,4,0,4,1,1,1,3,0,4,4,0,0,4,3,0,0,0,4,0,2,2,1,4,7,7,0,2,2,1,2,0,0,4,0,0,0
Los Lagos/Osorno/San Juan de la Costa,0,3,0,1,0,0,0,0,2,2,2,0,0,3,0,0,1,0,2,0,0,1,1,5,0,2,0,2,1,4,3,0,0,3,0,8,3,1,0,2,1,3,1,0,1,4,1,5,0,0,0,2,2,3,1,0,2,2,2,1,0,0,0,2,2,0,0,0,3,1,1,3,0,0,0,1,1,0,0,1,2,3,2,0,2,5,0,2,2,1,0,1,2,7,0,4,3,2,4,2,3,0,0,0,1,3,0,1,0,1,3,0
Los Lagos/Osorno/San Pablo,0,4,0,0,0,0,0,0,1,4,0,2,1,4,0,0,0,0,1,0,0,0,1,1,0,0,1,3,0,3,3,0,1,2,1,4,1,3,1,0,1,2,0,0,0,2,1,0,0,0,0,1,0,4,0,1,3,3,4,2,0,0,0,1,0,0,0,1,0,3,0,1,0,0,0,1,1,1,0,1,1,2,3,0,1,5,0,1,0,2,0,1,0,5,0,3,4,2,3,3,3,0,1,2,0,3,0,1,0,0,2,0
Los Lagos/Palena/Chaiten,0,1,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,1,1,1,0,0,2,1,0,1,0,0,0,0,1,0,0,2,0,2,1,1,0,0,0,2,0,1,0,1,0,0,0,0,2,2,2,1,0,0,1,1,0,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,1,0,1,1,0,1,0,0,1,1,2,2,0,0,0,0,0,2,0,0,0,0,0,0
Los Lagos/Palena/Futaleufu,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,1,1,2,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,1,0,0,0,2,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,1,1,0
Los Lagos/Palena/Hualaihue,0,1,0,0,1,0,1,0,0,1,2,0,1,2,0,0,1,1,1,1,0,0,2,1,0,0,2,2,1,0,2,0,0,1,0,4,1,2,0,2,1,3,2,0,0,1,1,1,0,0,0,2,1,1,0,1,2,2,3,1,0,1,0,2,0,0,0,0,2,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,2,0,2,0,0,0,2,0,4,0,0,3,1,4,1,2,0,2,1,0,2,1,0,0,2,1,0
Los Lagos/Palena/Palena,0,4,0,0,0,0,2,0,1,4,3,1,2,2,0,1,0,0,1,0,0,1,2,1,0,0,0,2,0,1,0,0,0,4,0,5,2,3,0,0,0,5,0,0,2,1,1,2,0,0,1,1,2,1,0,2,2,0,4,1,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,3,0,0,3,1,0,0,0,5,0,3,3,2,2,3,1,0,0,1,0,2,1,0,0,0,3,0
Los Rios/Ranco/Futrono,0,2,1,0,0,0,1,0,0,0,0,0,3,0,1,1,0,1,1,0,0,2,1,1,0,1,2,1,0,0,1,0,0,3,0,3,2,2,0,1,0,0,0,0,0,3,0,1,2,0,0,2,0,0,1,0,2,1,2,2,0,0,0,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,0,1,1,0,2,0,3,0,0,3,1,2,3,1,0,0,1,0,1,0,0,0,0,0,0
Los Rios/Ranco/La Union,0,13,0,1,1,1,1,0,4,11,5,3,5,8,1,3,1,0,2,2,2,1,6,5,1,11,5,6,3,2,1,1,2,11,1,11,5,10,0,3,0,9,4,0,2,9,3,6,3,1,2,4,5,7,2,3,6,2,14,8,1,0,1,5,2,1,0,1,5,11,6,3,0,0,3,7,0,2,1,1,3,4,3,0,1,7,1,1,10,8,1,3,0,12,0,8,11,4,12,9,12,0,5,2,0,8,1,1,3,1,1,1
Los Rios/Ranco/Lago Ranco,0,1,0,0,0,0,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,2,0,2,1,0,0,0,0,0,1,0,0,0,1,2,0
Los Rios/Ranco/Rio Bueno,0,6,0,2,0,0,0,0,0,6,0,1,3,2,0,2,0,0,2,3,3,0,2,2,0,4,2,5,0,2,0,0,1,4,0,4,2,3,2,0,1,2,0,2,1,1,0,1,1,0,1,1,3,4,0,0,5,0,3,1,0,0,0,0,1,0,0,0,1,2,2,0,0,0,0,3,0,0,0,0,0,2,0,0,0,4,0,1,1,3,0,0,0,3,0,3,6,2,4,2,4,0,0,2,0,2,0,2,0,0,2,0
Los Rios/Valdivia/Corral,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0
Los Rios/Valdivia/Lanco,0,3,0,0,0,1,0,1,0,3,1,2,1,3,0,3,0,0,0,1,1,1,1,1,0,2,1,3,0,2,0,0,0,4,0,4,2,4,0,0,1,0,2,0,0,1,0,1,0,0,0,2,1,1,0,2,3,1,4,2,0,0,0,0,1,0,0,0,1,4,2,0,0,0,0,2,1,0,0,1,1,1,0,0,0,3,0,0,1,1,0,1,0,3,0,1,2,1,3,3,4,0,2,2,0,1,0,0,0,0,0,0
Los Rios/Valdivia/Los Lagos,0,5,0,0,1,1,0,0,1,5,1,0,1,4,0,0,1,1,1,3,0,1,3,1,0,3,1,2,2,0,0,0,0,5,0,5,3,1,0,2,0,2,1,1,0,4,0,3,0,0,0,0,2,4,0,0,2,1,0,1,0,0,1,1,1,0,1,0,2,4,3,0,0,0,0,2,0,0,0,1,2,2,0,0,0,4,0,0,2,1,0,0,0,5,0,2,5,0,2,3,1,0,0,1,0,4,1,2,0,2,0,0
Los Rios/Valdivia/Mariquina,0,2,0,0,0,0,0,0,1,3,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,2,0,3,1,1,0,0,0,3,0,0,0,1,0,0,0,0,0,2,0,2,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,2,0,2,2,2,3,2,3,0,1,0,0,0,0,0,0,1,0,0
Los Rios/Valdivia/Mafil,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
Los Rios/Valdivia/Paillaco,0,16,0,0,4,2,2,2,3,15,9,5,5,8,3,3,3,1,4,0,0,6,8,7,2,6,7,11,3,4,3,0,0,16,0,18,4,4,0,4,2,15,1,4,1,10,2,6,1,2,2,17,8,13,0,1,12,5,13,2,0,0,1,3,7,1,0,0,2,10,0,4,0,0,2,8,0,2,0,3,3,3,3,0,4,17,0,4,5,10,0,1,1,18,0,7,15,6,11,7,8,0,2,9,0,8,0,4,1,3,4,1
